Id,File,label,date,time,PosixTime,begin[sec],end[sec],msec,clip[usec],lat[deg],lon[deg],depth[m],heading[deg],dec[deg],pitch[deg],roll[deg],state,duration[usec],low_i,high_i,energy[%],SNR[dB],Fp[kHz],Fc[kHz],begin_3dB_BW[kHz],-3dB_BW[kHz],begin_10dB_BW[kHz],-10dB_BW[kHz],RMS[kHz],Qrms,Fs[kHz],energy_per[%],energy110,energy110_160,energy160_256,slope_max_wvd
341,20230630T094513Z,Kogia-A,2023/06/30,10:14:35.821,1688120075.821,1762.821505,1762.82369,0.505,2185,28.619231,-18.692129,546.27,297.48,-5,18.48,1.8,117,252,150,278,99.426135229856,21.4231791509988,121.6,123.154840385683,119.2,18.8,112.4,28,22.4307757134424,5.49044054289564,512,99.426135229856,0.0317900803609091,0.968209919639091,0,0.0669723152883086
342,20230630T094513Z,Kogia-A,2023/06/30,10:14:35.916,1688120075.916,1762.91627,1762.917667,0.27,1397,28.619231,-18.692129,546.28,297.49,-5,18.48,1.8,117,256,91,221,99.4812207327654,24.0224462093121,135.2,130.074196660417,132.4,5.19999999999999,113.6,26.4,10.516183503721,12.3689546321051,512,99.4812207327654,0.014864926328713,0.985135073671287,0,0.0367738881500348
343,20230630T094513Z,Kogia-A,2023/06/30,10:14:36.002,1688120076.002,1763.002457,1763.003262,0.457,805,28.619231,-18.692129,546.25,297.48,-5,18.48,1.8,117,105,42,95,97.1750355542961,22.6858226647492,117.2,121.884595036425,109.2,24,102.8,39.6,11.0376225874102,11.0426492726296,512,97.1750355542961,0.144891797835163,0.855108202164837,0,-0.0915125651967758
344,20230630T094513Z,Kogia-A,2023/06/30,10:14:36.078,1688120076.078,1763.078047,1763.078865,0.047,818,28.619231,-18.692129,546.29,297.49,-5,18.48,1.8,117,84,80,122,97.3839965683162,26.5039884108809,124.8,124.495606642234,113.6,21.6,104.4,38.4,9.99068085060475,12.4611734178956,512,97.3839965683162,0.113600204577824,0.886399795422176,0,-0.011345939933259
345,20230630T094513Z,Kogia-A,2023/06/30,10:14:36.148,1688120076.148,1763.148155,1763.14892,0.155,765,28.619231,-18.692129,546.27,297.48,-5,18.48,1.8,117,127,52,116,97.9336922130157,22.9863180090107,124,124.580658975216,116,16,109.6,29.2,8.41819255756761,14.7989794867811,512,97.9336922130157,0.0165671209926174,0.983432879007383,0,-0.0182926829268296
346,20230630T094513Z,Kogia-A,2023/06/30,10:14:36.212,1688120076.212,1763.212857,1763.213725,0.857,868,28.619232,-18.69213,546.19,297.45,-5,18.48,1.8,117,264,83,217,99.533059443595,18.7446445688655,121.6,125.355989425796,119.2,9.60000000000001,116,15.6,10.0936225934688,12.4193259917315,512,99.533059443595,0,1,0,0.00749457406402615
347,20230630T094513Z,Kogia-A,2023/06/30,10:14:36.274,1688120076.274,1763.274408,1763.275153,0.408,745,28.619231,-18.692129,546.23,297.47,-5,18.48,1.8,117,262,64,197,99.5692503106376,18.6434631781711,122,125.932524069208,119.2,10.4,117.2,14.8,10.1006932429467,12.4677109818326,512,99.5692503106376,0.00832585572560189,0.991674144274398,0,0.00672523146460621
348,20230630T094513Z,Kogia-A,2023/06/30,10:14:36.333,1688120076.333,1763.333372,1763.334282,0.372,910,28.619231,-18.69213,546.23,297.47,-5,18.48,1.8,117,168,110,195,98.555574929755,23.7592923941381,125.6,126.242006169491,120,10.8,115.6,20,7.24036309635875,17.4358667499671,512,98.555574929755,0,1,0,-0.021741671537113
349,20230630T094513Z,Kogia-A,2023/06/30,10:14:36.392,1688120076.392,1763.3921,1763.392826,0.1,726,28.619231,-18.692129,546.25,297.48,-5,18.48,1.8,117,268,30,166,99.5795555924599,20.2671356729194,127.2,127.291544341818,122,8,118.4,13.6,8.63943429635215,14.7337823259521,512,99.5795555924599,0,1,0,0.00659484945241899
350,20230630T094513Z,Kogia-B,2023/06/30,10:14:36.448,1688120076.448,1763.448907,1763.449553,0.907,646,28.619232,-18.692131,546.16,297.44,-5,18.48,1.8,117,266,53,188,99.6720086601208,20.7342477619788,127.2,127.169120534779,123.6,6.40000000000001,118.4,14,8.78798705532877,14.4707906070102,512,99.6720086601208,0,1,0,0.0090425531914886
351,20230630T094513Z,Kogia-B,2023/06/30,10:14:36.506,1688120076.506,1763.506883,1763.507602,0.883,719,28.619232,-18.692131,546.16,297.44,-5,18.48,1.8,117,270,54,191,99.5587631577407,20.6117310285621,127.2,126.802041345779,123.2,6.8,118.4,14.4,7.75332330161651,16.3545406805546,512,99.5587631577407,0,1,0,0.00499835874787408
352,20230630T094513Z,Kogia-B,2023/06/30,10:14:36.567,1688120076.567,1763.567129,1763.567885,0.129,756,28.619231,-18.692129,546.23,297.47,-5,18.48,1.8,117,262,58,191,99.4283816308149,21.2914755530575,127.2,126.229289975857,121.6,8.80000000000001,118,16,5.94119174864994,21.2464595179143,512,99.4283816308149,0,1,0,-0.00544192649455835
353,20230630T094513Z,Kogia-B,2023/06/30,10:14:36.629,1688120076.629,1763.629337,1763.630175,0.337,838,28.619232,-18.69213,546.2,297.46,-5,18.48,1.8,117,268,90,226,99.4607624515025,21.1907157847703,127.2,126.116008750976,121.6,8.40000000000001,117.6,16.8,7.675105916429,16.4318264951912,512,99.4607624515025,0,1,0,-0.00326192794547193
354,20230630T094513Z,Kogia-B,2023/06/30,10:14:36.693,1688120076.693,1763.69317,1763.693958,0.17,788,28.619232,-18.69213,546.21,297.46,-5,18.48,1.8,117,277,57,198,99.5747893723812,21.8110397458584,127.2,126.293347084927,122,8,118,14.8,5.76731890214718,21.8981036470703,512,99.5747893723812,0,1,0,0.00320114667940772
355,20230630T094513Z,Kogia-B,2023/06/30,10:14:36.758,1688120076.758,1763.758647,1763.759355,0.647,708,28.619232,-18.692131,546.16,297.44,-5,18.48,1.8,117,268,70,206,99.6029660092935,21.1146805291969,126.8,126.112883363752,121.6,8.40000000000001,117.6,15.2,5.97640151776968,21.1018090047632,512,99.6029660092935,0,1,0,0.00132081701967088
356,20230630T094513Z,Kogia-B,2023/06/30,10:14:36.824,1688120076.824,1763.824814,1763.825619,0.814,805,28.619232,-18.692131,546.14,297.43,-5,18.48,1.8,117,268,73,209,99.5221035877879,21.6866306390341,126.8,126.156876505377,122.8,6.8,118,16,6.1820400819341,20.4069975013666,512,99.5221035877879,0,1,0,-0.00217934808245645
357,20230630T094513Z,Kogia-B,2023/06/30,10:14:36.890,1688120076.89,1763.890416,1763.890995,0.416,579,28.619232,-18.692131,546.17,297.44,-5,18.48,1.8,117,178,57,147,98.8981411008443,23.4245651002627,125.6,125.947561205034,120.4,10.4,116,20,5.82384776281802,21.6261767708177,512,98.8981411008443,0,1,0,-0.0127535426507365
358,20230630T094513Z,Kogia-C,2023/06/30,10:14:36.955,1688120076.955,1763.955182,1763.95559,0.182,408,28.619232,-18.69213,546.19,297.45,-5,18.48,1.8,117,121,41,102,96.417640885847,17.2711687791327,124.8,126.744759765336,118,14,112.4,26,11.4864629754969,11.0342722590678,512,96.417640885847,0.0182492829062622,0.981750717093738,0,-0.0295983086680762
359,20230630T094513Z,Kogia-B,2023/06/30,10:14:37.020,1688120077.02,1764.020814,1764.021584,0.814,770,28.619232,-18.692131,546.12,297.42,-5,18.48,1.8,117,148,72,147,98.4258899753035,25.937644513066,127.2,127.505516596274,120.8,12.8,116,23.2,6.27278299873751,20.3267858336461,512,98.4258899753035,0,1,0,-0.0131632653061227
360,20230630T094513Z,Kogia-B,2023/06/30,10:14:37.087,1688120077.087,1764.087606,1764.088293,0.606,687,28.619232,-18.692131,546.13,297.43,-5,18.48,1.8,117,176,51,140,98.9224947949518,24.2779908022873,126.4,126.859424019046,120.8,11.6,116.4,21.6,6.82675268375918,18.582689295431,512,98.9224947949518,0,1,0,-0.0261213378273268
361,20230630T094513Z,Kogia-B,2023/06/30,10:14:37.157,1688120077.157,1764.157342,1764.158074,0.342,732,28.619232,-18.692131,546.15,297.44,-5,18.48,1.8,117,133,41,108,97.9495999524573,24.777202116028,126.8,127.173440887556,120,13.6,114.4,25.2,7.21732643339756,17.6205748847761,512,97.9495999524573,0,1,0,-0.0126426148627817
362,20230630T094513Z,Kogia-B,2023/06/30,10:14:37.232,1688120077.232,1764.232535,1764.233343,0.535,808,28.619232,-18.692131,546.12,297.43,-5,18.48,1.8,117,277,72,213,98.9530351771871,16.0007176348815,126.8,126.215846064044,122,7.19999999999999,117.6,18.8,9.02936647957203,13.9783722755737,512,98.9530351771871,0,1,0,0.0100150015001499
363,20230630T094513Z,Kogia-B,2023/06/30,10:14:37.316,1688120077.316,1764.316209,1764.316931,0.209,722,28.619232,-18.692131,546.15,297.44,-5,18.48,1.8,117,141,75,146,97.3050381515803,22.322932784073,126.4,126.715982200176,120,13.2,114.8,24,8.95985146441729,14.1426431792324,512,97.3050381515803,0,1,0,-0.0295918367346938
364,20230630T094513Z,Kogia-C,2023/06/30,10:14:37.402,1688120077.402,1764.402977,1764.403521,0.977,544,28.619233,-18.692132,546.06,297.4,-5,18.48,1.8,117,195,36,135,97.1131116990325,16.1828531989785,126,126.157892172254,121.2,9.60000000000001,116.8,20,9.81960745676838,12.847549428801,512,97.1131116990325,0,1,0,-0.0211693548387094
365,20230630T094513Z,Kogia-C,2023/06/30,10:14:38.524,1688120078.524,1765.524766,1765.524989,0.766,223,28.619234,-18.692134,545.97,297.37,-5,18.48,1.8,117,119,29,89,91.7548338093111,7.44686010159395,123.2,123.614182519335,116.4,13.6,111.2,42.4,22.4758806632541,5.49985935462951,512,91.7548338093111,0.0312781002077211,0.968721899792279,0,-0.0553191489361706
366,20230630T094513Z,Kogia-C,2023/06/30,10:14:38.565,1688120078.565,1765.565367,1765.566003,0.367,636,28.619233,-18.692133,546.01,297.38,-5,18.48,1.8,117,156,62,141,96.5836353514274,18.0626681435938,123.6,122.15823772443,118,10.4,113.6,19.2,15.8695061575659,7.69767102463932,512,96.5836353514274,0,1,0,-0.0258389984312031
367,20230630T094513Z,Kogia-C,2023/06/30,10:14:38.611,1688120078.611,1765.611556,1765.612317,0.556,761,28.619233,-18.692134,545.98,297.37,-5,18.48,1.8,117,156,77,156,97.3891484418773,20.8647103817448,123.6,123.796801230309,118,10.4,114,18.8,7.63869083690696,16.2065468904927,512,97.3891484418773,0,1,0,-0.0254237288135597
368,20230630T094513Z,Kogia-B,2023/06/30,10:14:38.665,1688120078.665,1765.665399,1765.666405,0.399,1006,28.619233,-18.692133,545.99,297.38,-5,18.48,1.8,117,160,102,183,98.1452534126896,24.6347384161264,124,124.509783265163,118.8,10.4,114.4,19.2,6.47968416280235,19.2154092910779,512,98.1452534126896,0,1,0,-0.0155464640561075
369,20230630T094513Z,Kogia-A,2023/06/30,10:14:38.726,1688120078.726,1765.726015,1765.726925,0.015,910,28.619233,-18.692133,546.03,297.39,-5,18.48,1.8,117,160,88,169,98.3626961368558,24.5223162101699,124.4,124.778654302674,119.2,10.4,114.8,19.2,6.01581841491086,20.7417587594395,512,98.3626961368558,0,1,0,-0.00181488203266782
370,20230630T094513Z,Kogia-A,2023/06/30,10:14:38.788,1688120078.788,1765.788485,1765.78941,0.485,925,28.619234,-18.692134,545.97,297.37,-5,18.48,1.8,117,180,72,163,98.4393553541899,23.4852260159725,124,124.47213888989,119.2,9.60000000000001,115.2,18,5.66616417530918,21.9676195462688,512,98.4393553541899,0,1,0,-0.0234203296703296
371,20230630T094513Z,Kogia-A,2023/06/30,10:14:38.853,1688120078.853,1765.853413,1765.854281,0.413,868,28.619234,-18.692134,545.97,297.37,-5,18.48,1.8,117,279,61,203,99.4840691899561,21.3784689225666,126,125.086435797816,119.2,9.99999999999999,116.8,15.6,5.98470830496487,20.9010079395257,512,99.4840691899561,0,1,0,-0.0227477785372522
372,20230630T094513Z,Kogia-A,2023/06/30,10:14:38.921,1688120078.921,1765.921816,1765.922841,0.816,1025,28.619234,-18.692135,545.93,297.35,-5,18.48,1.8,117,172,111,198,98.3656295765548,25.300472667821,124.8,125.303612548804,119.6,10.8,115.2,20,5.64310541545612,22.204726533303,512,98.3656295765548,0,1,0,-0.00682887815681778
373,20230630T094513Z,Kogia-A,2023/06/30,10:14:38.995,1688120078.995,1765.995433,1765.996333,0.433,900,28.619234,-18.692134,545.96,297.36,-5,18.48,1.8,117,176,63,152,98.7372571173597,25.5497631158348,124.8,125.167145216798,119.6,10.4,115.2,20,5.68659334330769,22.0109189562679,512,98.7372571173597,0,1,0,-0.0217560433453743
374,20230630T094513Z,Kogia-A,2023/06/30,10:14:39.073,1688120079.073,1766.073967,1766.075035,0.967,1068,28.619233,-18.692136,545.9,297.34,-5,18.48,1.8,117,176,164,253,98.6318887592857,25.5860205828732,124.8,125.152883413632,119.6,10.4,115.6,19.6,5.19673892985574,24.0829653178491,512,98.6318887592857,0,1,0,-0.0266462906362881
375,20230630T094513Z,Kogia-A,2023/06/30,10:14:39.155,1688120079.155,1766.155161,1766.156343,0.161,1182,28.619233,-18.692134,545.97,297.37,-5,18.48,1.8,117,293,100,249,99.5556278178659,23.0958078913561,126,124.905584806658,119.6,9.20000000000002,116.8,16.4,5.23713011266806,23.8500060375672,512,99.5556278178659,0,1,0,-0.0141630521377356
376,20230630T094513Z,Kogia-A,2023/06/30,10:14:39.240,1688120079.24,1766.240673,1766.24154,0.673,867,28.619233,-18.692136,545.91,297.34,-5,18.48,1.8,117,178,50,140,98.7957893756071,24.7422598050204,124.8,125.163334854249,119.6,10.4,115.6,19.2,5.36398221638679,23.3340324044846,512,98.7957893756071,0,1,0,-0.0289340485004153
377,20230630T094513Z,Kogia-B,2023/06/30,10:14:54.338,1688120094.338,1781.338627,1781.339469,0.627,842,28.619233,-18.692173,544.48,296.71,-5,18.53,1.78,117,277,55,196,98.9165859667966,19.7914923137551,122.4,122.775057490281,119.6,6.80000000000001,117.2,12.8,8.78020523687648,13.9831648780408,512,98.9165859667966,0,1,0,-0.00351966873705998
378,20230630T094513Z,Kogia-A,2023/06/30,10:14:54.515,1688120094.515,1781.515756,1781.516853,0.756,1097,28.619233,-18.692174,544.45,296.7,-5,18.53,1.78,117,199,21,122,99.2328074487637,28.8498626319755,122.8,122.784770901444,118.4,8.39999999999999,114.8,15.6,4.30447859920422,28.5248882231971,512,99.2328074487637,0,1,0,1.69421375763951E-16
379,20230630T094513Z,Kogia-B,2023/06/30,10:14:54.527,1688120094.527,1781.527177,1781.528011,0.177,834,28.619233,-18.692173,544.51,296.72,-5,18.53,1.78,117,268,35,171,98.4671438347624,16.7526989144238,122,121.79645631965,118.8,6.40000000000001,115.2,13.6,6.27864559094668,19.3985238624189,512,98.4671438347624,0,1,0,2.85694730704998E-16
380,20230630T094513Z,Kogia-A,2023/06/30,10:14:54.636,1688120094.636,1781.636967,1781.638068,0.967,1101,28.619233,-18.692175,544.42,296.68,-5,18.53,1.78,117,244,38,162,99.2159264186941,25.1126307046999,122,122.61248738857,118,8.40000000000001,115.2,14.4,5.12177351860187,23.9394590454364,512,99.2159264186941,0,1,0,-0.0104787714543814
381,20230630T094513Z,Kogia-B,2023/06/30,10:14:54.720,1688120094.72,1781.720161,1781.720913,0.161,752,28.619233,-18.692173,544.49,296.71,-5,18.53,1.78,117,258,29,160,99.273021610093,22.2306805258437,121.6,121.217258750275,118.4,6.39999999999999,115.2,12.4,6.6073059052191,18.3459431860913,512,99.273021610093,0,1,0,2.17800868542703E-16
382,20230630T094513Z,Kogia-A,2023/06/30,10:14:54.766,1688120094.766,1781.766997,1781.768317,0.997,1320,28.619233,-18.692175,544.41,296.68,-5,18.53,1.78,117,199,54,155,99.2988967581839,29.9150083955319,123.2,123.474456091887,119.2,8.39999999999999,115.6,15.2,4.75831100006902,25.9492193953057,512,99.2988967581839,0,1,0,-0.00731558299569059
383,20230630T094513Z,Kogia-A,2023/06/30,10:14:54.903,1688120094.903,1781.903906,1781.905417,0.906,1511,28.619233,-18.692175,544.4,296.67,-5,18.53,1.78,117,193,41,139,99.1665709604871,30.2079990183022,124,124.047782194435,119.6,8.80000000000001,116,15.6,4.41430312645419,28.1013284862649,512,99.1665709604871,0,1,0,-0.0169538972968244
384,20230630T094513Z,Kogia-B,2023/06/30,10:14:54.934,1688120094.934,1781.934789,1781.935571,0.789,782,28.619233,-18.692175,544.41,296.68,-5,18.53,1.78,117,326,31,197,99.4232626760141,21.5603545497419,122,122.396952119618,119.6,5.2,117.6,10.4,5.92886260189207,20.6442551191114,512,99.4232626760141,0,1,0,-0.0122823203782723
385,20230630T094513Z,Kogia-A,2023/06/30,10:14:55.051,1688120095.051,1782.051256,1782.052307,0.256,1051,28.619233,-18.692174,544.45,296.7,-5,18.53,1.78,117,193,39,137,99.1079808135029,27.2444833616573,123.6,124.095443961411,119.2,8.8,115.6,16,5.69107503614671,21.8052728479632,512,99.1079808135029,0,1,0,-0.0147972232371208
386,20230630T094513Z,Kogia-B,2023/06/30,10:14:55.159,1688120095.159,1782.159776,1782.160662,0.776,886,28.619233,-18.692176,544.39,296.67,-5,18.53,1.78,117,311,44,202,99.304527125564,22.0386998335817,122.8,123.52055226587,120,6.40000000000001,118,12,5.43242473223661,22.7376463281462,512,99.304527125564,0,1,0,-0.0215482278257809
387,20230630T094513Z,Kogia-A,2023/06/30,10:14:55.199,1688120095.199,1782.19933,1782.200484,0.33,1154,28.619233,-18.692175,544.43,296.69,-5,18.53,1.78,117,197,35,135,98.9605976638513,27.291968611202,124,124.50118416136,119.6,8.80000000000001,116,16,5.6258889432718,22.1300465431788,512,98.9605976638513,0,1,0,-0.0184760738343101
388,20230630T094513Z,Kogia-A,2023/06/30,10:14:55.341,1688120095.341,1782.341772,1782.343497,0.772,1725,28.619233,-18.692176,544.37,296.66,-5,18.53,1.78,117,213,64,172,99.1748242394258,30.2437848546205,124,123.995296903294,119.6,8.40000000000001,116.4,15.2,4.34165771575866,28.559436284725,512,99.1748242394258,0,1,0,-0.0100142247510668
389,20230630T094513Z,Kogia-A,2023/06/30,10:14:55.361,1688120095.361,1782.361019,1782.362012,0.019,993,28.619233,-18.692174,544.44,296.69,-5,18.53,1.78,117,316,68,229,99.7080147848525,26.3882356185713,122.8,123.880494648145,120,6.8,118,12,4.2806871140275,28.9393948560729,512,99.7080147848525,0,1,0,-0.0234979973297736
390,20230630T094513Z,Kogia-A,2023/06/30,10:14:55.479,1688120095.479,1782.479922,1782.481162,0.922,1240,28.619233,-18.692177,544.35,296.65,-5,18.53,1.78,117,211,84,191,99.2914331039508,28.8642876424942,124,124.145683632894,120,8,116.4,15.2,4.40723122087899,28.1686340949759,512,99.2914331039508,0,1,0,-0.0140256045519202
391,20230630T094513Z,Kogia-B,2023/06/30,10:14:55.569,1688120095.569,1782.569552,1782.570427,0.552,875,28.619233,-18.692176,544.37,296.66,-5,18.53,1.78,117,197,76,176,98.9863453117219,25.8856448101451,124.8,125.162134926896,120.8,8.39999999999999,117.6,14.8,5.40752263308846,23.1459289991748,512,98.9863453117219,0,1,0,4.39908975369672E-16
392,20230630T094513Z,Kogia-A,2023/06/30,10:14:55.618,1688120095.618,1782.618902,1782.620134,0.902,1232,28.619233,-18.692177,544.34,296.64,-5,18.53,1.78,117,199,55,156,99.261272906138,29.5692911696165,124,124.328309085345,119.6,8.40000000000001,116,15.6,5.46962623198885,22.7306773465099,512,99.261272906138,0,1,0,-0.0161907518168367
393,20230630T094513Z,Kogia-A,2023/06/30,10:14:55.761,1688120095.761,1782.761905,1782.763144,0.905,1239,28.619233,-18.692177,544.32,296.64,-5,18.53,1.78,117,193,74,172,99.3585010050769,30.9009387168954,124.8,124.740263920213,120.4,8.79999999999998,116.8,15.6,4.41427844401662,28.2583587560711,512,99.3585010050769,0,1,0,3.08000011680847E-16
394,20230630T094513Z,Kogia-A,2023/06/30,10:14:55.768,1688120095.768,1782.768552,1782.769834,0.552,1282,28.619233,-18.692177,544.35,296.65,-5,18.53,1.78,117,326,28,194,99.6781550965329,26.8040422851318,123.2,124.377939913932,120.4,7.59999999999999,118.4,12,3.64043261355891,34.1657031229426,512,99.6781550965329,0,1,0,-0.0232943812327025
395,20230630T094513Z,Kogia-A,2023/06/30,10:14:55.906,1688120095.906,1782.9062,1782.90739,0.2,1190,28.619233,-18.692176,544.37,296.66,-5,18.53,1.78,117,285,43,188,99.3193431642345,25.1244918006045,123.6,124.385468931045,120.4,7.19999999999999,117.6,13.2,5.0646426809156,24.5595744394269,512,99.3193431642345,0,1,0,-0.0148112756808405
396,20230630T094513Z,Kogia-C,2023/06/30,10:14:55.983,1688120095.983,1782.983033,1782.983659,0.033,626,28.619233,-18.692176,544.38,296.67,-5,18.53,1.78,117,238,17,138,95.4577102964711,15.1805955323689,122.4,119.595830716918,118.4,7.59999999999999,115.6,13.6,18.5814341463059,6.43630786381974,512,95.4577102964711,0,1,0,-0.0129594006277206
397,20230630T094513Z,Kogia-A,2023/06/30,10:14:56.054,1688120096.054,1783.054303,1783.055538,0.303,1235,28.619233,-18.692177,544.35,296.65,-5,18.53,1.78,117,195,52,151,99.2102761497997,29.7679020283287,124.8,124.888116515167,120.4,8.79999999999998,116.8,16,4.46116838020218,27.9944861685554,512,99.2102761497997,0,1,0,3.08000011680847E-16
398,20230630T094513Z,Kogia-C,2023/06/30,10:14:56.193,1688120096.193,1783.193234,1783.193628,0.234,394,28.619233,-18.692177,544.34,296.65,-5,18.53,1.78,117,242,17,140,94.7237371433875,10.4427117637245,122.4,120.683431671023,117.6,9.2,113.6,17.6,17.1891913676207,7.02089057536207,512,94.7237371433875,0,1,0,-0.0420605826741271
399,20230630T094513Z,Kogia-A,2023/06/30,10:14:56.197,1688120096.197,1783.197106,1783.198255,0.106,1149,28.619233,-18.692177,544.36,296.65,-5,18.53,1.78,117,201,32,134,99.1276892626974,28.2989653468276,124.4,124.451941741443,120,8.40000000000001,116.4,15.6,4.29942838249916,28.9461599704801,512,99.1276892626974,0,1,0,-0.0204353977747763
400,20230630T094513Z,Kogia-A,2023/06/30,10:14:56.341,1688120096.341,1783.341799,1783.342757,0.799,958,28.619233,-18.692179,544.28,296.62,-5,18.53,1.78,117,316,83,244,99.1489520345228,20.9637564275513,122,122.572119569767,119.6,5.2,117.2,12,7.55119874313955,16.2321405831262,512,99.1489520345228,0,1,0,-0.0137058659994437
401,20230630T094513Z,Kogia-A,2023/06/30,10:14:56.355,1688120096.355,1783.355376,1783.356731,0.376,1355,28.619233,-18.692178,544.32,296.64,-5,18.53,1.78,117,211,75,182,99.2507748810596,29.626167089897,124.4,124.689260446397,120.4,8,117.2,14.4,4.553995650012,27.3801887461329,512,99.2507748810596,0,1,0,-0.0194025604551919
402,20230630T094513Z,Kogia-B,2023/06/30,10:14:56.528,1688120096.528,1783.528296,1783.528859,0.296,563,28.619233,-18.692178,544.31,296.63,-5,18.53,1.78,117,193,54,152,99.7415561024301,30.4100012037028,124.4,124.309621202465,120,8.40000000000001,116.4,15.6,4.13224460063168,30.0828322658978,512,99.7415561024301,0,1,0,0.00147551978537897
403,20230630T094513Z,Kogia-A,2023/06/30,10:14:56.528,1688120096.528,1783.528859,1783.529833,0.859,974,28.619233,-18.692179,544.25,296.61,-5,18.54,1.78,117,221,20,132,99.5533163348867,30.3390213052833,124.8,124.919957276977,121.2,7.60000000000001,118,13.6,3.62116363035163,34.4971865479734,512,99.5533163348867,0,1,0,8.36358731947572E-18
404,20230630T094513Z,Kogia-B,2023/06/30,10:14:56.706,1688120096.706,1783.706789,1783.707636,0.789,847,28.619233,-18.69218,544.24,296.6,-5,18.54,1.78,117,201,74,176,98.7552314786278,25.3430325292696,124,124.136030363056,119.6,8.40000000000001,116.4,15.2,6.9816605792399,17.7803015420396,512,98.7552314786278,0,1,0,4.23655729321566E-16
405,20230630T094513Z,Kogia-B,2023/06/30,10:14:56.725,1688120096.725,1783.7253,1783.726161,0.3,861,28.619233,-18.692178,544.29,296.62,-5,18.53,1.78,117,211,67,174,98.897594185002,24.856840245495,124.8,124.779525065029,120.8,7.60000000000001,117.6,14,4.72643171016834,26.4003655858565,512,98.897594185002,0,1,0,-0.00559966349440053
406,20230630T094513Z,Kogia-C,2023/06/30,10:14:56.890,1688120096.89,1783.890625,1783.8914,0.625,775,28.619233,-18.69218,544.24,296.6,-5,18.54,1.78,117,160,72,153,92.2612519338402,15.8734891218852,126.4,130.419044837392,120.8,10.4,116,35.2,16.9839649053409,7.67895162079492,512,92.2612519338402,0,0.943454492863014,0.056545507136986,-0.0370174510840823
407,20230630T094513Z,Kogia-A,2023/06/30,10:14:56.898,1688120096.898,1783.898755,1783.899808,0.755,1053,28.619233,-18.69218,544.23,296.6,-5,18.54,1.78,117,289,59,206,99.5045764081687,25.104948804312,122.8,123.45043448777,119.6,7.2,117.2,12.8,4.05325062134922,30.4571431723303,512,99.5045764081687,0,1,0,-0.00892244337680163
408,20230630T094513Z,Kogia-C,2023/06/30,10:14:57.042,1688120097.042,1784.042545,1784.043269,0.545,724,28.619233,-18.69218,544.23,296.6,-5,18.54,1.78,117,211,67,174,96.7754235057077,16.687179659209,121.6,122.405850147902,117.6,8,114.4,14.4,8.83264290844862,13.8583492411788,512,96.7754235057077,0,1,0,-0.0122246174877755
409,20230630T094513Z,Kogia-B,2023/06/30,10:14:57.097,1688120097.097,1784.097457,1784.098208,0.457,751,28.619233,-18.69218,544.24,296.6,-5,18.54,1.78,117,180,28,119,98.0227498736361,22.0960157549536,122.8,122.649596621966,117.6,9.60000000000001,113.6,17.6,5.61051984202417,21.8606475113573,512,98.0227498736361,0,1,0,-0.00796703296703299
410,20230630T094513Z,Kogia-B,2023/06/30,10:14:57.196,1688120097.196,1784.19623,1784.197079,0.23,849,28.619233,-18.692179,544.25,296.61,-5,18.54,1.78,117,299,73,225,99.5280995516938,22.2869711816604,122.4,122.412957084372,119.6,6.40000000000001,112.4,16.4,7.59802042841344,16.1111645115612,512,99.5280995516938,0,1,0,0.00279512206117698
411,20230630T094513Z,Kogia-A,2023/06/30,10:14:57.326,1688120097.326,1784.326925,1784.328108,0.925,1183,28.619233,-18.692181,544.17,296.57,-5,18.54,1.78,117,324,56,221,99.5919094680738,26.3721015207147,123.2,123.897067925656,120.4,6,118.4,11.6,3.82124475334366,32.4232222542783,512,99.5919094680738,0,1,0,-0.00886850152905181
412,20230630T094513Z,Kogia-B,2023/06/30,10:14:57.356,1688120097.356,1784.356124,1784.357193,0.124,1069,28.619233,-18.69218,544.24,296.6,-5,18.54,1.78,117,354,88,268,99.7020513607093,23.6878397914643,120,120.660369813649,118,4,116,8.40000000000001,6.25383742713738,19.2938129939333,512,99.7020513607093,0,1,0,-0.00709541832872571
413,20230630T094513Z,Kogia-A,2023/06/30,10:14:57.499,1688120097.499,1784.499401,1784.500666,0.401,1265,28.619233,-18.692181,544.2,296.59,-5,18.54,1.78,117,174,59,147,98.6515967090239,27.505862909462,122.8,123.123305275911,118.4,9.19999999999999,114.4,16.4,5.13306335915022,23.9863209668806,512,98.6515967090239,0,1,0,-0.00267195491076087
414,20230630T094513Z,Kogia-B,2023/06/30,10:14:57.528,1688120097.528,1784.52804,1784.529038,0.04,998,28.619233,-18.69218,544.24,296.6,-5,18.54,1.78,117,320,58,221,99.5491220000987,23.7057032527899,122.4,123.11103670957,119.6,6,117.2,12.8,4.41759380062467,27.8683469476441,512,99.5491220000987,0,1,0,-0.0137155297532656
